Manufacturer,Model,Year,Category,Mileage,FuelType,EngineVolume,DriveWheels,GearBox,Doors,Wheel,Color,LeatherInterior,Price,Clearance
SSANGYONG,Korando,2014,Minivan,119750.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,6890,False
SSANGYONG,Korando,2012,Pickup,201897.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,6996,False
SSANGYONG,Korando,2013,Pickup,147219.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,6996,False
SSANGYONG,Korando,2015,Pickup,68180.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,6790,False
SSANGYONG,Korando,2011,Jeep,217258.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,5338,False
HONDA,Civic,2006,Coupe,201035.0,Petrol,1.8,Front,Automatic,2/3,Left wheel,Silver,False,3300,True
SSANGYONG,Korando,2013,Jeep,194800.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,4581,False
SSANGYONG,Actyon,2007,Jeep,57472.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,1990,False
SSANGYONG,Korando,2014,Jeep,89386.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,5959,False
SSANGYONG,Actyon,2008,Jeep,171000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,3179,False
SSANGYONG,Korando,2014,Jeep,128619.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,6706,False
SSANGYONG,Actyon,2008,Jeep,194800.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,3021,False
SSANGYONG,Korando,2016,Jeep,234902.0,Diesel,2.2,Front,Automatic,4/5,Left wheel,Blue,True,7284,False
SSANGYONG,Actyon,2008,Jeep,209391.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,2862,False
SSANGYONG,Korando,2012,Jeep,152556.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Grey,True,5387,False
NISSAN,X-Terra,2005,Jeep,165000.0,Petrol,4.0,4x4,Manual,4/5,Left wheel,Golden,False,5800,True
SSANGYONG,Actyon,2007,Jeep,192778.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,2600,False
KIA,RIO,2015,Sedan,100000.0,Petrol,1.6,Front,Automatic,4/5,Left wheel,Silver,False,4850,False
SSANGYONG,Korando,2011,Jeep,214807.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Grey,True,5816,False
SSANGYONG,Actyon,2008,Jeep,161240.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,1900,False
SSANGYONG,Korando,2013,Jeep,172066.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,6659,False
FORD,Fusion,2010,Sedan,136000.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Carnelian red,False,2900,False
TOYOTA,Prius,2013,Hatchback,317000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,White,False,3300,False
SSANGYONG,Actyon,2011,Sedan,184770.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4452,False
SSANGYONG,Korando,2014,Jeep,170999.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Blue,True,5471,False
SSANGYONG,Actyon,2011,Sedan,250109.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,4187,False
SSANGYONG,Korando,2011,Jeep,85151.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,6550,False
SSANGYONG,Actyon,2011,Sedan,303000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3562,False
SSANGYONG,Korando,2013,Jeep,156300.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,8117,False
SSANGYONG,Actyon,2011,Sedan,189855.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4611,False
SSANGYONG,Actyon,2011,Sedan,149720.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,4770,False
SSANGYONG,Korando,2013,Jeep,70359.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Blue,True,4450,False
SSANGYONG,Actyon,2011,Sedan,193887.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,4504,False
SSANGYONG,Korando,2016,Jeep,37883.0,Diesel,2.2,Front,Automatic,4/5,Left wheel,White,True,4750,False
SSANGYONG,Actyon,2010,Sedan,152937.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,3822,False
SSANGYONG,Korando,2014,Jeep,139474.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,5903,False
CHEVROLET,Volt,2012,Sedan,151000.0,Plug-in Hybrid,1.4,Front,Automatic,4/5,Left wheel,Black,True,6500,False
SSANGYONG,Actyon,2010,Sedan,120682.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4007,False
SSANGYONG,Korando,2014,Jeep,38582.0,Diesel,2.2,Front,Automatic,4/5,Left wheel,White,True,4750,False
SSANGYONG,Actyon,2010,Sedan,125000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4187,False
SSANGYONG,Korando,2016,Jeep,36232.0,Diesel,2.2,Front,Automatic,4/5,Left wheel,White,True,4750,False
SSANGYONG,Actyon,2010,Sedan,147009.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3922,False
SSANGYONG,Korando,2016,Jeep,32582.0,Diesel,2.2,Front,Automatic,4/5,Left wheel,White,True,4750,False
SSANGYONG,Actyon,2008,Jeep,89124.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,1500,False
SSANGYONG,Korando,2015,Jeep,131055.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,4947,False
SSANGYONG,Actyon,2008,Pickup,177791.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3604,False
TOYOTA,Camry,2012,Sedan,138000.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,Silver,False,6000,False
SSANGYONG,Korando,2011,Jeep,191520.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,4517,False
SSANGYONG,Actyon,2008,Pickup,174605.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3710,False
SSANGYONG,Korando,2013,Jeep,170000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,5255,False
SSANGYONG,Actyon,2008,Pickup,215999.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3816,False
SSANGYONG,Korando,2015,Jeep,114391.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,9034,False
SSANGYONG,Actyon,2008,Pickup,101361.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3922,False
SSANGYONG,Korando,2013,Jeep,192923.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4978,False
SSANGYONG,Actyon,2010,Pickup,199549.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,4346,False
SSANGYONG,Korando,2014,Jeep,76394.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,6914,False
SSANGYONG,Actyon,2008,Pickup,116685.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,4770,False
SSANGYONG,Korando,2014,Jeep,130000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,7283,False
SSANGYONG,Kyron,2007,Jeep,28766.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,1499,False
SSANGYONG,Korando,2013,Jeep,119869.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Grey,True,7651,False
SSANGYONG,Actyon,2009,Sedan,150000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,3604,False
SSANGYONG,Kyron,2008,Jeep,98329.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,1880,False
SSANGYONG,Actyon,2009,Sedan,251095.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3233,False
SSANGYONG,Korando,2011,Jeep,174524.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,4794,False
SSANGYONG,Kyron,2008,Jeep,79251.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,1300,False
SSANGYONG,Korando,2015,Jeep,102000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,9310,False
SSANGYONG,Actyon,2009,Sedan,178300.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3774,False
SSANGYONG,Kyron,2008,Jeep,81472.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,1699,False
SSANGYONG,Korando,2016,Jeep,117849.0,Diesel,2.2,Front,Automatic,4/5,Left wheel,White,True,10508,False
SSANGYONG,Actyon,2009,Sedan,267477.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3827,False
BMW,X5,2013,Jeep,130000.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,White,True,12500,False
SSANGYONG,Korando,2016,Jeep,54000.0,Diesel,2.2,Front,Automatic,4/5,Left wheel,White,True,10591,False
SSANGYONG,Actyon,2009,Sedan,261540.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Blue,True,3302,False
SSANGYONG,Korando,2012,Jeep,199430.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,4425,False
SSANGYONG,Actyon,2007,Jeep,248541.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,1800,False
SSANGYONG,Korando,2013,Jeep,200000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4978,False
SSANGYONG,Actyon,2008,Pickup,77302.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,1750,False
SSANGYONG,Korando,2012,Jeep,201061.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,3687,False
SSANGYONG,Actyon,2008,Jeep,71168.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,2653,False
SSANGYONG,Korando,2012,Pickup,129432.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,5500,False
SSANGYONG,Actyon,2008,Jeep,132316.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,2253,False
SSANGYONG,Korando,2011,Jeep,142949.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,4794,False
MAZDA,Mazda 3,2017,Sedan,80000.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Grey,False,7200,False
SSANGYONG,Actyon,2010,Sedan,45568.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,2949,False
SSANGYONG,Korando,2011,Jeep,180000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Grey,True,4794,False
SSANGYONG,Actyon,2008,Jeep,62465.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,2000,False
SSANGYONG,Korando,2013,Jeep,182523.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,5715,False
SSANGYONG,Actyon,2007,Jeep,187531.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,2909,False
SSANGYONG,Korando,2014,Jeep,142538.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,7190,False
SSANGYONG,Actyon,2011,Jeep,256878.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,4013,False
SSANGYONG,Korando,2014,Jeep,120000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,9403,False
SSANGYONG,Actyon,2011,Jeep,105838.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,5864,False
SSANGYONG,Korando,2015,Jeep,130000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Grey,True,8011,False
SSANGYONG,Korando,2016,Jeep,61974.0,Diesel,2.2,Front,Automatic,4/5,Left wheel,White,True,10877,False
SSANGYONG,Actyon,2008,Jeep,125278.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,1400,False
SSANGYONG,Korando,2013,Jeep,210191.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4702,False
SSANGYONG,Actyon,2020,Minivan,166188.0,LPG,2.0,Front,Automatic,4/5,Left wheel,White,True,3595,False
SSANGYONG,Korando,2012,Jeep,195831.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4517,False
SSANGYONG,Actyon,2010,Jeep,211344.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,3511,False
HYUNDAI,Elantra,2013,Sedan,123200.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Black,True,6300,False
SSANGYONG,Korando,2013,Jeep,212600.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,4692,False
SSANGYONG,Actyon,2008,Jeep,64669.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,1100,False
SSANGYONG,Korando,2013,Jeep,164000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,4886,False
SSANGYONG,Actyon,2009,Jeep,139000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,4730,False
SSANGYONG,Korando,2013,Jeep,152459.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,5531,False
SSANGYONG,Actyon,2008,Jeep,149169.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,4815,False
SSANGYONG,Korando,2014,Jeep,151940.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,7558,False
SSANGYONG,Actyon,2009,Jeep,178342.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4721,False
SSANGYONG,Korando,2015,Jeep,208923.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,5899,False
NISSAN,Juke Nismo RS,2014,Jeep,70900.0,Petrol,1.6,Front,Manual,4/5,Left wheel,White,True,7500,False
FORD,Escape Hybrid,2009,Jeep,143131.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,Silver,True,4500,False
BMW,X5 XDRIVE 3.5 i,2010,Jeep,165000.0,Petrol,3.0,4x4,Tiptronic,4/5,Left wheel,Golden,True,11000,False
BMW,750 Long,2011,Sedan,100000.0,Petrol,4.4,Rear,Tiptronic,4/5,Left wheel,White,True,10000,True
SSANGYONG,Actyon,2007,Jeep,62037.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4918,False
PORSCHE,macan,2018,Jeep,25000.0,Petrol,2.0,4x4,Tiptronic,4/5,Left wheel,Blue,True,55000,True
SSANGYONG,Korando,2014,Jeep,108034.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,6453,False
SSANGYONG,Actyon,2008,Jeep,77199.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,5293,False
SSANGYONG,Korando,2012,Jeep,138014.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Grey,True,3872,False
SSANGYONG,Actyon,2010,Jeep,94013.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,5387,False
SSANGYONG,Actyon,2007,Jeep,69212.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Blue,True,1200,False
SSANGYONG,Actyon,2008,Jeep,161695.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4449,False
SSANGYONG,Actyon,2007,Jeep,170000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,5012,False
SSANGYONG,Actyon,2008,Jeep,66302.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,6003,False
SSANGYONG,Actyon,2009,Jeep,83529.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,6837,False
SSANGYONG,Actyon,2009,Jeep,60530.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,7317,False
SSANGYONG,Actyon,2011,Jeep,97787.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,7129,False
SSANGYONG,Actyon,2010,Jeep,118133.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,6003,False
SSANGYONG,Actyon,2011,Jeep,107479.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,6379,False
SSANGYONG,Actyon,2011,Jeep,127654.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,7129,False
SSANGYONG,Actyon,2011,Jeep,167641.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4469,False
SSANGYONG,Actyon,2010,Jeep,95211.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,3547,False
SSANGYONG,Actyon,2011,Jeep,124706.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,4746,False
SSANGYONG,Actyon,2011,Jeep,118380.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,7011,False
SSANGYONG,Actyon,2009,Jeep,136958.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,1990,False
SSANGYONG,Actyon,2010,Jeep,83424.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,2799,False
SSANGYONG,Actyon,2009,Jeep,110000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3503,False
SSANGYONG,Actyon,2008,Jeep,162568.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,3318,False
SSANGYONG,Actyon,2008,Jeep,120000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,2674,False
SSANGYONG,Actyon,2009,Jeep,155740.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,2950,False
SSANGYONG,Actyon,2009,Jeep,139316.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,3411,False
SSANGYONG,Actyon,2008,Jeep,158000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,2950,False
SSANGYONG,Actyon,2008,Jeep,214512.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3135,False
SSANGYONG,Actyon,2008,Jeep,175358.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,3687,False
SSANGYONG,Actyon,2009,Jeep,210000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,2950,False
TOYOTA,Prius V,2016,Hatchback,23000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Yellow,False,4200,False
HYUNDAI,Sonata,2013,Sedan,61000.0,Hybrid,2.4,Front,Tiptronic,4/5,Left wheel,White,False,4800,False
SSANGYONG,Actyon,2009,Jeep,297101.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,2950,False
SSANGYONG,Actyon,2008,Jeep,133000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,2766,False
SSANGYONG,Actyon,2007,Jeep,211165.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,2120,False
SSANGYONG,Actyon,2008,Pickup,62465.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,1900,False
SSANGYONG,Actyon,2008,Pickup,84130.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,2250,False
SSANGYONG,Actyon,2008,Jeep,110000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,3135,False
SSANGYONG,Actyon,2009,Jeep,209000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3135,False
SSANGYONG,Actyon,2008,Jeep,82537.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,2150,False
SSANGYONG,Actyon,2008,Jeep,235218.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3043,False
SSANGYONG,Actyon,2010,Jeep,81852.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,2650,False
SSANGYONG,Actyon,2011,Jeep,63200.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,3150,False
SSANGYONG,Actyon,2009,Jeep,139131.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,3411,False
SSANGYONG,Actyon,2008,Jeep,149419.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3411,False
SSANGYONG,Actyon,2009,Jeep,180000.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,2756,False
SSANGYONG,Actyon,2008,Jeep,123460.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,2849,False
NISSAN,Teana,2006,Sedan,217600.0,Petrol,2.3,Front,Automatic,4/5,Right-hand drive,Golden,False,2100,True
VOLVO,S60,2014,Sedan,90500.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Black,True,9000,True
NISSAN,March,2004,Hatchback,127000.0,LPG,1.3,Front,Automatic,4/5,Right-hand drive,Orange,False,1700,True
VOLKSWAGEN,Jetta,2014,Sedan,129000.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Black,True,6500,True
DAEWOO,Lacetti TDI,2009,Sedan,123000.0,Diesel,2.0,Front,Manual,4/5,Left wheel,Silver,True,4527,True
TOYOTA,Prius,2007,Sedan,144000.0,Hybrid,1.5,Front,Tiptronic,4/5,Left wheel,Grey,True,4200,True
TOYOTA,Prius,2011,Sedan,140000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,White,False,4700,False
MAZDA,CX-5,2019,Jeep,2700.0,Petrol,2.5,4x4,Tiptronic,4/5,Left wheel,Black,False,24042,True
TOYOTA,Prius,2008,Hatchback,166000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,Black,False,3300,False
FORD,Ranger,2012,Jeep,176000.0,LPG,4.0,4x4,Automatic,4/5,Left wheel,Grey,False,7800,True
FORD,Transit,2004,Microbus,130125.0,Diesel,2.0,Front,Manual,4/5,Left wheel,White,False,1900,False
NISSAN,Versa,2010,Sedan,89600.0,Petrol,1.6,Front,Automatic,4/5,Left wheel,White,False,3400,False
SUBARU,Forester,2003,Jeep,23680.0,CNG,2.0,4x4,Automatic,4/5,Right-hand drive,White,True,2600,True
MERCEDES-BENZ,"GLE 400 Coupe, AMG Kit",2018,Jeep,20000.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,Silver,True,61600,True
LAND ROVER,Range Rover  Velar,2017,Jeep,18000.0,Diesel,2.0,4x4,Automatic,4/5,Left wheel,Black,False,41600,True
MERCEDES-BENZ,GLA 200,2017,Jeep,9000.0,Petrol,2.0,4x4,Automatic,4/5,Left wheel,White,False,24600,True
TOYOTA,Camry,2014,Sedan,107000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Grey,True,4200,False
TOYOTA,Camry,2014,Sedan,88000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Black,True,7700,False
HONDA,Civic,2001,Sedan,260000.0,Petrol,1.5,Front,Variator,4/5,Right-hand drive,White,False,2000,True
TOYOTA,Aqua,2014,Hatchback,68000.0,Hybrid,1.5,Front,Tiptronic,4/5,Right-hand drive,White,False,4500,True
KIA,Optima,2015,Sedan,87890.0,Hybrid,2.4,Front,Tiptronic,4/5,Left wheel,Black,True,7800,False
HONDA,Hr-v,2000,Pickup,182000.0,Petrol,1.6,4x4,Variator,4/5,Right-hand drive,Silver,False,2900,True
HYUNDAI,I30,2010,Hatchback,292685.0,Diesel,1.6,Front,Manual,4/5,Left wheel,Black,False,3500,False
AUDI,A8 L,2012,Sedan,200000.0,Petrol,4.2,4x4,Automatic,4/5,Left wheel,Grey,True,14999,True
HYUNDAI,Elantra,2014,Sedan,53000.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Silver,True,6000,False
KIA,Optima,2011,Sedan,102000.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,Red,True,4100,False
HYUNDAI,Elantra i30,2013,Hatchback,122000.0,Diesel,1.6,Front,Tiptronic,4/5,Left wheel,White,True,6200,False
MERCEDES-BENZ,GLE 400 AMG,2015,Jeep,38000.0,Petrol,3.0,4x4,Tiptronic,4/5,Left wheel,Black,True,41000,True
KIA,Sportage,2012,Jeep,65000.0,Diesel,2.0,Front,Tiptronic,4/5,Left wheel,White,True,4600,False
HYUNDAI,Elantra,2013,Sedan,75000.0,Petrol,1.6,Front,Tiptronic,4/5,Left wheel,White,True,4000,False
FIAT,500X,2015,Jeep,92800.0,Petrol,2.4,4x4,Tiptronic,4/5,Left wheel,Orange,True,7700,True
CHEVROLET,Cruze,2016,Sedan,53000.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,White,True,5000,False
HYUNDAI,Elantra GT,2013,Hatchback,58000.0,Diesel,1.6,Front,Tiptronic,4/5,Left wheel,White,True,6200,False
TOYOTA,Prius,2016,Sedan,30000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Grey,True,12900,False
HYUNDAI,Elantra,2015,Sedan,83200.0,Petrol,1.8,Front,Manual,4/5,Left wheel,Grey,False,6200,True
MERCEDES-BENZ,C 250,2014,Sedan,72000.0,Petrol,1.8,Rear,Automatic,4/5,Left wheel,Black,True,11500,True
SUBARU,Forester,2015,Jeep,56000.0,Petrol,2.5,4x4,Variator,4/5,Left wheel,Silver,True,8500,False
SUBARU,Forester,2016,Jeep,83000.0,Petrol,2.5,4x4,Variator,4/5,Left wheel,Green,True,8700,False
JEEP,Liberty,2005,Jeep,156000.0,Petrol,3.7,4x4,Automatic,4/5,Left wheel,Black,False,3500,True
TOYOTA,Vitz,2005,Hatchback,33000.0,Petrol,1.0,Front,Automatic,4/5,Right-hand drive,Purple,False,3000,True
HYUNDAI,Sonata,2011,Sedan,107000.0,Hybrid,2.4,Front,Tiptronic,4/5,Left wheel,Black,True,5200,True
LEXUS,CT 200h,2012,Hatchback,158000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,White,True,6700,True
MERCEDES-BENZ,Sprinter,2006,Microbus,3000.0,Diesel,3.0,Rear,Manual,2/3,Left wheel,White,False,13500,True
DODGE,Caliber,2009,Jeep,134500.0,LPG,2.0,Front,Variator,4/5,Left wheel,Orange,False,3700,True
JEEP,Patriot,2013,Jeep,132800.0,Petrol,2.4,4x4,Tiptronic,4/5,Left wheel,White,False,4000,False
KIA,Sportage,2016,Jeep,28991.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,8650,False
KIA,Sportage,2009,Jeep,57472.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,2390,False
BMW,328,2012,Sedan,111000.0,Petrol,2.0,Rear,Tiptronic,4/5,Left wheel,Black,False,10900,True
VOLKSWAGEN,Jetta,2003,Sedan,1111.0,CNG,2.0,Front,Manual,4/5,Left wheel,Blue,True,1900,True
HONDA,FIT,2014,Hatchback,114000.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,White,False,3400,False
TOYOTA,Aqua,2013,Hatchback,87437.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,Silver,False,3150,False
TOYOTA,Prius,2008,Hatchback,142000.0,Petrol,1.5,Front,Automatic,4/5,Left wheel,Grey,False,3300,False
KIA,SOUL,2015,Sedan,62900.0,Petrol,1.0,Front,Automatic,4/5,Left wheel,White,True,2900,False
VOLKSWAGEN,Passat,2001,Sedan,286400.0,Petrol,2.8,Front,Manual,4/5,Left wheel,Grey,True,1400,True
KIA,Picanto,2016,Sedan,30305.0,Petrol,1.0,Front,Automatic,4/5,Left wheel,White,True,4100,False
KIA,Optima,2015,Sedan,46496.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Silver,True,5100,False
VAZ,2121 (Niva),2019,Jeep,9000.0,Petrol,1.5,4x4,Manual,2/3,Left wheel,Blue,False,8500,True
KIA,Carnival,2016,Minivan,23453.0,Diesel,2.2,Front,Automatic,4/5,Left wheel,Silver,True,14550,False
MERCEDES-BENZ,ML 350,2010,Jeep,160000.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,White,True,10600,False
TOYOTA,Camry,2011,Sedan,150000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Blue,False,3900,False
